instance,time_taken,optimal_cost,global_optimal_solution,rl_actions,rl_gap,rl_permutation,sa_gap,sa_permutation,bb_gap,bb_permutation,gurobi_gap,gurobi_permutation
pqap_15_259,25,34476,[ 4  2  7  6  1 12  9 10 13  3 11  8  5  0 14],"['START', 'SA', 'FW', 'FW_LSG', 'FW_LSG', '2O']",0.0,[ 4  2  7  6  1 12  9 10 13  3 11  8  5  0 14],248.0,[10  0  5  9 11  1  3 12 14  8  7  6  2 13  4],672.0,[14 13 12 11 10  9  8  6  1  3  0  5  7  4  2],2100.0,[ 2 11 12 13  9  3  6  0  7  4  1  5 14  8 10]
pqap_15_262,24,21900,[ 7  4 13  8  0  6 14  9 12  1  2 10  3 11  5],"['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG', 'FW_LSG', '2O', 'OC', 'SA', '2O']",0.0,[ 7  4 13  8  0  6 14  9 12  1  2 10  3 11  5],348.0,[14 12  5 13  1  9  8 11 10  0  6  2  7  3  4],912.0,[14 13 12 11 10  8  7  4  2  6  5  0  3  9  1],1400.0,[12 10  6  2  8  4  5  9  1  0  7 13  3 11 14]
pqap_15_272,28,37352,[13 12  1  0  2 10  9  5  7  3 11  6  8 14  4],"['START', 'SA', 'FW', 'OC', 'SA', 'SA', 'SA', 'SA', 'SA']",0.0,[13 12  8  0  2 10  9  5  7  3 11  6  1 14  4],328.0,[ 0  4  3 13 10  1  7  2  6  8 11 14  5 12  9],704.0,[14 13 12 11 10  9  7  4  1  3  8  2  6  5  0],3328.0,[ 3  5  0 12 10  4  1  9  2  8 13  6 14  7 11]
pqap_15_274,23,26880,[12  9  0  7  3 14 10  2 13  1  6  5  8  4 11],"['START', '2PO', 'FW', 'OC', 'SA', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[12  9  0  7  3 14 10  2 13  1  6  5  8  4 11],432.0,[11 10  8  4 12 14  5  2  0  3  7 13  1  9  6],740.0,[14 13 12 11 10  9  4  1  7  5  8  2  0  3  6],1864.0,[ 8 14 10  3  5  1  2 13  9  0  6  7  4 11 12]
pqap_15_278,23,20196,[12  7  2  8  4 14 13 11  3  6  5 10  9  1  0],"['START', 'SA', 'OC', 'FW_LS', 'FW_LSG', 'FW_LSG', 'FW_LSG', 'FW_LSG', 'OC', 'OC', '3O', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",0.0,[12  7  2  8  4 14 13 11  3  6  5 10  9  1  0],284.0,[ 9  4  1 13 14  3  5  8 12 10 11  6  2  7  0],1072.0,[14 13 12 11 10  9  8  1  0  5  2  7  3  4  6],1668.0,[ 8 13  4 10 11  7  9 12  3  5  2 14  1  6  0]
pqap_15_279,25,42864,[ 7  9  3 13 12 10  6  8  4  2 14  5 11  0  1],"['START', 'SA', 'OC', 'FW_LS', 'FW_LSG', 'FW_LSG', 'FW_LSG', 'FW_LSG', '2O', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'OC', 'SA', '2O']",4.0,[ 7 10  6 12 13  9  3  8  5  2 14  4 11  0  1],300.0,[ 7  1  4 10  2  0 11  9 14  6  8 13  3 12  5],1236.0,[14 13 12 11 10  9  3  4  8  2  7  6  5  0  1],1780.0,[11 13 10  3  7  2  5 12 14  1  0  9  4  8  6]
pqap_15_283,25,25568,[ 6  4  2 11 13 14  9  8  3  1  5  0 10 12  7],"['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG', 'FW_LS', '2O']",0.0,[ 6  4  2 11 13 14  9  8  3  1  5  0 10 12  7],284.0,[ 2  9  1 12 10  3  6  8 13  7  5  4  0 11 14],340.0,[14 13 12 11 10  8  9  5  0  3  2  4  7  6  1],1584.0,[13 10  4 14  3 11  9  8  5  2  6  1  7 12  0]
pqap_15_298,28,21840,[ 6  0  1 10 11  2 12  7  9 13 14  5  4  8  3],"['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG', 'SA', '2O']",0.0,[ 6  0  1 10 11  2 12  7  9 13 14  5  4  8  3],440.0,[11 14  7  5  2 10  3  1  6  0  8 13  9  4 12],352.0,[14 13 12 11 10  9  1  8  7  0  2  4  5  3  6],1612.0,[14  6  3  8  1  0 11  4  5 10  9  7  2 12 13]
pqap_15_299,26,37352,[11  2  7 13 10  6  4  1  3  9  0 12  5  8 14],"['START', '2O', 'FW', 'OC', 'SA', 'FW_LSG', '3O', '2O']",0.0,[11  2  7 13 10  6  4  1  3  9  0 12  5  8 14],504.0,[12 14  5  1 13 10  7  3  8  6  4  0  2  9 11],1344.0,[14 13 12 11 10  8  7  1  3  2  4  9  5  6  0],3088.0,[ 0  9  4 10 12  2 11  3  5 13  6  7  8  1 14]
pqap_15_300,21,50600,[ 4 10  3  7  0  9 12  8 14 13 11  5  1  2  6],"['START', 'OP', 'FW', 'OP', '2PO', 'SA', 'FW_LSG', '2O']",0.0,[ 4 10  3  7  0  9 11  8 13 14 12  5  1  2  6],420.0,[ 3 10  0 12  8  4 13  2 11  5  1  9  6  7 14],984.0,[14 13 12 11 10  9  7  8  5  3  6  2  4  1  0],1356.0,[ 0 13  5 14  3 12  2  4  7 11 10  1  6  8  9]
